K116-closest,K116-distance
48,10473.30685435595
48,11210.585816014467
48,11317.348326253301
48,11995.810839824719
48,13072.446251348789
48,12937.242851083212
48,14758.291757281831
48,18771.94595749322
48,18750.103575075496
48,18629.441351041154
48,18638.19860275118
48,18387.177989547137
48,18527.82647500652
48,18291.571173593107
48,18661.845674989952
48,18651.188129165243
48,18555.159808477787
48,18588.97339234257
48,18335.25836261077
48,18490.6085554591
48,18253.382326990657
48,18661.845674989952
48,18651.188129165243
48,18555.159808477787
48,18588.97339234257
48,18335.25836261077
48,18490.6085554591
48,18253.382326990657
48,16468.808468969306
48,19212.544588723573
48,19205.938208978234
48,19165.160103789556
48,19736.085053416864
48,19928.509987016456
48,20346.778103807468
48,20372.32698573169
48,20896.299748728143
48,21300.542912792152
48,22246.74268160026
48,22128.360976685668
48,23502.221621954857
48,23781.84737165918
48,18537.164250681093
48,20418.887875602377
48,20543.952091430016
48,21146.114461884536
48,21649.85830878805
48,22864.4225777854
48,22731.641569431944
48,22793.586521973444
48,23260.012533061064
48,11622.668657315271
48,11069.901376317426
48,11315.101646087978
48,11347.716696204669
48,12078.52178435079
48,13642.903785238559
48,13771.264560999502
48,14465.728418648874
48,14319.222580961987
48,14623.16419781597
48,14840.256575255271
48,15033.684144891547
48,15239.907064301797
48,16370.609749052725
48,16380.561453037883
48,16842.024942162036
48,16429.092893553858
48,16387.871130133786
48,16199.130284878682
48,16259.703616772194
48,19710.48252154387
48,22036.556702379028
48,17193.38120678745
48,17386.605170130588
48,20188.961813177284
48,21427.972682834567
48,21746.266662450314
48,15108.601491430005
48,16802.461299876028
48,16779.999695755094
48,16810.30052455048
48,2280.36198176091
48,2185.3872590086853
48,2119.5539706509353
48,2032.98878708038
48,1991.7271340054126
48,1912.5202933031214
48,1857.2784407733536
48,1804.976869104013
48,1743.1680374665186
48,1707.4586811007337
48,1657.2057743626929
48,1621.7111461726674
48,1586.6533690625415
48,1563.7099331737106
48,1599.458110502831
48,1593.7240413683808
48,1610.0107692678037
48,1596.425614278711
48,1628.1816916788964
48,1618.3278424541918
48,2075.981702475957
48,1991.007046694781
48,1893.13194739098
48,1819.5930335033875
48,1775.0132460984682
48,1752.9295683066166
48,1694.6646444963098
48,1660.3947725541516
48,1618.3600548910424
48,1594.872366353133
48,1580.4975468513517
48,1559.5854932210034
48,1549.872522346178
48,1545.0442810686045
48,1542.8374742796786
48,1547.7127395186767
48,1543.4826937679966
48,1559.031007979725
48,1579.2642628148205
48,1624.970358939287
48,2202.2756565203877
48,2122.0194674151307
48,2072.642349840684
48,1960.9489855495544
48,1919.382548111757
48,1898.797117003435
48,1844.7482752982667
48,1813.0289485974781
48,1774.2017801838226
48,1752.5055721208273
48,1739.2358922488986
48,1719.8300572330606
48,1710.721653699914
48,1706.0424371023316
48,1703.7199924561935
48,1707.8302873935788
48,1727.647665646665
48,1717.184542896686
48,1727.0209472080953
48,1747.9472064481095
48,2263.7537882334314
48,2187.1394172667588
48,2068.30206326529
48,2000.0556558133205
48,1959.9008594747809
48,1903.9508726580011
48,1890.2943317002207
48,1858.660218985232
48,1819.9382517771635
48,1790.669152594587
48,1775.5634006107284
48,1809.7219467632708
48,1809.446637427142
48,2424.581327086865
48,2282.940193722865
48,1771.50892089851
48,2234.523070610839
48,2164.965484910477
48,2123.1719266467603
48,2102.343638541868
48,2045.9684554751834
48,2012.9678902593407
48,1970.083793694265
48,1945.9673725073071
48,1925.514722257396
48,1905.8829234214147
48,1771.1244276566733
48,1892.9389598304404
48,1883.9599686775045
48,1880.9441256801929
48,1874.691898526999
48,1930.142863405985
48,1944.5809704837795
48,1945.0837330440613
48,1981.5107818336692
48,1779.956170657024
48,1805.1828832657104
48,1809.6189559527807
48,1847.449864718896
48,1854.9234204540849
48,2421.196419254927
48,2342.941416909567
48,2295.620719643744
48,2262.22411934603
48,2135.9571715156953
48,2101.884458433706
48,2070.145625186659
48,2042.3316098574444
48,2007.706401276764
48,1988.9712273287594
48,1994.262836816928
