K116-closest,K116-distance
40,16961.199904550027
40,17809.793160227462
40,18416.18986009673
40,18989.326594260325
40,19277.901248352384
40,18931.090404993996
40,19146.44216586315
40,19878.561954881585
40,8611.44230339706
40,8877.145474080644
40,8565.317666890183
40,8383.701026465313
40,8204.400534544848
40,8529.541565634758
40,19447.570140024065
40,8080.77777780509
40,19042.266281120857
40,8761.98261221817
40,18952.37715921599
40,8334.680271283785
40,8604.308744853872
40,8343.440556251706
40,8177.428055711419
40,8013.351513505861
40,7851.332303100991
40,56464.631332325116
40,7669.180996797724
40,7511.474675920302
40,7379.919513957441
40,7601.456471311141
40,7534.229854034492
40,7375.640157567477
40,7224.543949178632
40,7179.174421310497
40,7048.9226106331225
40,7003.434094397814
40,6875.7842814411915
40,6830.187235697583
40,6705.321305968141
40,6682.372544036914
40,6537.742956461684
40,6514.639067080518
40,6491.580744770866
40,6350.020972288407
40,6326.810803919304
40,6303.646780289828
40,6188.086239020514
40,6142.098349834959
40,6118.833983009647
40,6006.687155781976
40,5983.215178786993
40,5937.433815109518
40,5828.978837627924
40,5805.419620343147
40,5781.9078883182665
40,5736.37610846644
40,5631.674216168774
40,21556.96793117728
40,21509.566818420717
40,5548.798519037807
40,5449.144233290023
40,5403.724535818252
40,5380.167840602618
40,5356.662422543161
40,20583.496167049903
40,5309.808140327777
40,5214.2356931101285
40,5190.666109367775
40,5146.0583035005375
40,5122.679895867083
40,5099.356993778294
40,5008.558644803629
40,4985.084577873733
40,4961.6666535200375
40,4938.305670443231
40,4915.002440568232
40,4871.498649290408
40,4848.4077430592215
40,4762.522024195855
40,4739.302765123943
40,4716.1450942536885
40,4693.049923298886
40,4670.018179523406
40,4647.050806001947
40,4624.148761883474
40,4601.313022657168
40,4559.463441747849
40,4478.830156581613
40,4456.0721181855815
40,4433.384379389842
40,4410.768024998099
40,4388.224158729161
40,4365.753903524995
40,4343.3584018607135
40,4321.038816056302
40,4298.796328589815
40,4276.632142411851
40,4202.046842334628
40,4162.244252147075
40,4140.234197707219
40,4118.307952445785
40,4096.466862123126
40,4074.712296070536
40,4053.0456475353008
40,4031.4683340244746
40,4009.981797646991
40,3988.5875054534217
40,3967.286949772976
40,3946.0816485470295
40,3878.440494390064
40,3857.2414261137237
40,36488.32830564701
40,3815.1422603720534
40,3794.245480147866
40,3773.452827630038
40,3738.0468109379185
40,3717.635524947029
40,3697.335934685144
40,3677.149889990996
40,3657.079271083468
40,3637.125988812709
40,3617.2919848950733
40,3597.579232130444
40,3577.9897346006
40,3558.5255278470513
40,3499.3709529530547
40,3480.0153122430293
40,3460.791132458182
40,3441.7006164884942
40,3422.746000882072
40,3403.9295559032957
40,3385.2535855576093
40,3366.720427580845
40,20046.19752895821
40,3330.092067999278
40,3312.001709880865
40,4591.463510915703
40,3266.410708253885
40,3249.0171896647444
40,3231.786760363251
40,3214.7220427530306
40,14104.089351237426
40,3181.100384066947
40,3164.548837852955
40,3148.1737917057485
40,3100.6244425872496
40,3084.528639069261
40,3068.618760694835
40,3052.897714257553
40,3037.368431871665
40,3022.0338697842103
40,3006.8970070982105
40,2991.960844404598
40,2977.228402320728
40,2962.702719933446
40,2948.3868531449048
40,2934.283872919459
40,2920.3968634303083
40,2906.728920104661
40,2893.283147566597
40,2880.062657477058
40,2867.0705662706664
40,2854.3099927895423
40,2841.7840558145367
40,2829.495871494789
40,20890.480853965848
40,2805.6451961353405
40,2794.0888997067027
40,2782.782739329821
40,2771.6654430850067
40,2761.204226437766
40,2751.0048007564137
40,2741.070088387509
40,2711.8213412920018
40,2702.4486893181074
40,2693.3514497162114
40,2684.532422408141
40,2675.994358030955
40,2667.739954239793
40,2659.771851994456
40,2652.092631839533
40,2644.7048101884493
40,2637.610835622109
40,2630.81308521325
40,2624.313860887871
40,2618.1153858353923
40,2612.21980097936
40,2606.6291615207097
40,2601.3454335655842
40,2596.370490849819
40,2591.7061115720253
40,2595.705238096001
40,2591.7625312442324
40,2588.134373564258
40,35999.81084626035
40,2581.826895067541
40,2579.1498946939882
40,2576.7920801816285
40,2574.754328407735
40,2573.03739980647
40,2571.641936960152
40,2570.568463403052
40,2569.817382642851
40,2569.388977404012
40,2569.283409096389
40,2569.5007175113906
40,20891.903781075263
40,2570.903515362113
40,2572.0884767591933
40,21068.033377190626
40,2575.423299609654
40,2577.571912690502
40,2580.040298133061
40,18652.46686186792
40,2585.6485938798637
40,2589.166839652449
40,2593.000265726875
40,2597.147476471885
40,2601.606971279439
40,2606.377147201865
40,2630.7912710903465
40,2636.489743835532
40,2642.4898880857745
40,2648.7896537668
40,2655.386908371241
40,2662.279440325069
40,2669.4649624197386
40,63421.99084183763
40,2683.5776620528304
40,2691.5386361224155
40,2699.783430794285
40,2708.3094539996437
40,2717.11405834153
40,2726.1945446778705
40,2735.5481656893617
40,2745.172129423281
40,2756.88444926949
40,2767.12382007426
40,2777.6241262276008
40,2788.382419891825
40,2799.395726670806
40,2810.661048832573
40,2822.175368457338
40,2833.9356505063506
40,2845.9388458073468
40,2858.181893952957
40,2870.6617261089154
40,2870.6617261089154
40,2897.343585068533
40,2897.343585068533
40,2912.8171650850295
40,2939.948229640448
40,2967.8425900956013
40,18014.815896149667
40,2995.291646384079
40,2995.291646384079
40,2995.291646384079
40,2995.291646384079
40,2995.291646384079
40,2995.291646384079
40,3035.038080957275
40,3035.038080957275
40,3035.038080957275
40,3035.038080957275
40,3035.038080957275
40,3035.038080957275
40,3035.038080957275
40,3035.038080957275
40,3035.038080957275
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,21957.82637596716
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,36617.7387361986
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,20930.031064163883
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,20045.71814395225
40,3086.3369322419067
40,21957.82637596716
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,20939.990295886688
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,19890.79271427951
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
40,3086.3369322419067
