K116-closest,K116-distance
27,12333.003781480456
27,69400.94469460171
27,65830.86776658232
27,12784.186555017883
27,13012.351519235308
27,12060.330290059042
27,12529.771734796828
27,12160.252280027105
27,12175.579907226882
27,11910.191565600808
27,12182.202695913591
27,12597.505645977972
27,12586.376942959165
27,12597.505645977972
27,12343.861448241543
27,12305.913678218409
27,12734.901177259138
27,12957.204428170227
27,11948.859761927411
27,13211.046309103118
27,12242.819595622312
27,11845.650525586154
27,11740.775156934942
27,12264.941008647631
27,12019.043963402719
27,12637.271878956077
27,12532.302385189298
27,12457.070029990437
27,12521.548975942394
27,12271.45013928032
27,12181.585752925932
27,151473.90577658298
27,12761.732586268015
27,12803.888945145924
27,12883.726663241232
27,11860.64477904634
27,11764.765152332895
27,11874.79292096791
27,12264.940967698845
27,12591.928179898403
27,12306.28676544937
27,12476.259563480351
27,12153.366857461873
27,12192.300693722129
27,12440.386580524711
27,12150.4476869801
27,12008.888568657268
27,12355.07889001158
27,12855.315241771692
27,12128.367992804726
27,12304.1823427507
27,12654.703127862878
27,12537.59326224731
27,12343.863812279416
27,13353.123156439618
27,13820.046573532023
27,13231.814237628501
27,12195.428688148897
27,12938.265484070313
27,12019.043339789978
27,12212.423211607342
27,12015.437788507055
27,11969.704719025622
27,11894.826335149688
27,11853.534962255835
27,11867.946965691863
27,30272.783662787944
27,35101.049975610564
27,29642.054899498322
27,40880.486108222205
27,29641.745601923998
27,42389.0146433307
27,46144.63278887637
27,37182.23733840012
27,40141.73710227628
27,47279.77810936236
27,11866.211335293758
27,12225.01847059793
27,12233.19605834172
27,35642.945456555535
27,35642.421529544015
27,12622.751258551221
27,12321.597629640728
27,12648.865665098723
27,12259.804372097906
27,12637.271978528677
27,12614.393040682024
27,12625.78083738406
27,12521.802786384751
27,12666.449155380551
27,12702.306087895127
27,12666.45046967028
27,12648.867218710757
27,12179.415400246706
27,12489.871744242975
27,12684.262169395703
27,12580.851670673159
27,12666.450927939391
27,12315.924890101038
27,12527.041063924838
27,12532.303981591409
27,12631.515009333476
27,12256.83982715014
27,12532.30362225819
27,12608.739346840186
27,12625.780976810089
27,12450.034104257393
27,12602.137971547634
27,12648.865943838611
27,12521.80272655178
27,12343.861957437026
27,69663.29862992765
27,12444.179637928277
27,12751.5312350793
27,12643.056133265964
27,12614.394694975479
27,12637.273732044592
27,12586.376843314983
27,12564.434277777922
27,12631.515348266248
27,12678.29918985157
27,12643.057667375184
27,12564.434237865336
27,12648.865943838611
27,12637.273732044592
27,12580.853425543752
27,12597.505446710013
27,12637.272018359497
27,12058.990218806724
27,12625.780777633852
27,12297.98554685539
27,12260.83407182757
27,12637.273433010938
27,12757.797431062336
27,12637.273732044592
27,12678.300762847693
27,12739.072266169496
27,12631.513594583621
27,12597.505606122337
27,12702.304495881854
27,73983.50887649387
27,70005.57787067341
27,12866.789453224104
27,12406.62579187342
27,12260.573739706306
27,12646.688479521776
27,12562.100937177742
27,12471.375085815158
27,11984.732344359669
27,12083.18981863794
27,11861.747986484506
27,12532.482055107976
27,12349.230262085242
27,237248.4044810812
27,38874.186439319055
27,132733.63767180862
27,149645.5357626173
27,123856.47186260518
27,49661.62941155831
27,69174.46812554766
27,69821.06725668107
27,69738.6609399236
27,69631.67119760581
27,100582.72695784042
27,18555.952649563587
27,237318.2275036096
27,48761.61705065559
27,69888.44764122137
27,48663.291217289305
27,12302.496941832893
27,70633.99917681856
27,70819.82474041516
27,36444.2418609865
27,12349.228998592664
27,12631.515348266248
27,12597.507221089463
27,12643.057547780192
27,12654.703127862878
27,12056.377442371702
27,12637.273732044592
27,12209.733652979741
27,12648.867358212883
27,12631.514909661328
27,12486.997390385128
27,48012.93441227781
27,60368.82109080196
27,69740.25010266787
27,12558.499051629393
27,12551.238342773057
27,12455.948669951555
27,12532.304121354497
27,12527.041023992559
27,12532.301786960612
27,12682.295432166116
27,36431.46788687886
27,12299.303237033799
27,70088.82235480682
27,73583.92643790104
27,12018.864170658491
27,12672.176297457781
27,12654.514705546542
27,12404.59991466778
27,12579.75493246882
27,11852.588631749011
27,11974.342561082405
27,12120.52720502815
27,12597.50718119363
27,12654.701135974758
27,11944.675078333266
27,12666.014571866033
27,12648.865665098723
27,12390.092232139179
27,12254.423947959363
27,12597.505446710013
27,12654.702808990534
27,12065.779756725478
27,12338.361698614852
27,11896.017633247595
27,11768.744105666108
27,11759.10879494683
27,11964.370936921077
27,12532.209410163046
27,12575.25816968124
27,12209.634579352754
27,12770.30798966214
27,11966.279353974256
27,11961.675439322022
27,12389.57386257152
27,12182.105732373928
27,12259.240086580998
27,12643.667931357886
27,12845.084379590151
27,180544.9559056769
27,69857.62968077774
27,18166.43144521032
27,32701.344573432583
27,50316.96423964559
27,48050.568079245946
27,69495.35769391057
27,62181.22499376311
27,57450.196854727765
27,24277.22898791264
27,72876.84269219628
27,69933.7913937743
27,73513.55311585653
27,60336.95903307235
27,60379.17647060581
27,163308.62390580075
27,69836.58574253075
27,140113.07824446572
27,239163.075846025
27,68448.35266516582
27,24296.14300678354
27,70200.18965367347
27,24210.27439117727
27,113727.0861734041
27,36453.9145952722
27,71897.54066987356
27,70351.476135014
27,70685.28948489325
27,69657.67179220536
27,69560.95897926188
27,48054.501973801845
27,48090.96417403573
27,60416.49253902665
27,55173.35544706747
27,60505.22198803952
27,48201.2144676292
27,48199.57103591458
27,49775.637797254414
