K116-closest,K116-distance
108,10420.368886681601
108,7367.352827837013
108,5576.1813003482985
108,5533.6095817828855
108,6622.502540599508
108,3567.1668567151282
108,4075.499106815752
108,4630.563611289772
108,2418.568977759998
108,3578.3758536833006
108,4191.967342134806
108,3491.6111589927696
108,2713.9266442577923
108,2294.838884780238
108,2520.305227040093
108,2176.8787737221687
108,2287.056602719036
108,2327.027859941875
108,3882.935785194505
108,15743.123449385464
108,9587.897224371824
108,4250.010628031498
108,3489.5323303282617
108,3028.538517321171
108,3543.2513477271173
108,16696.872178819856
108,5283.634600676095
108,3975.9106903963234
108,3172.898678839248
108,3218.436713605899
108,16505.344517203037
108,11394.35355330812
108,9024.579793990959
108,7145.486926964033
108,5746.609413542371
108,4487.381634520712
108,2615.364515897266
108,2262.7714287493773
108,7233.94197431575
108,2899.94130192002
108,3201.685593820243
108,5661.399666215724
108,2566.2723228884643
108,3237.7687847771235
108,4250.959906331391
108,5243.062688840386
108,5745.07809463356
108,6727.220492005011
108,15894.887826902392
108,9169.635594066398
108,4995.748569161861
108,5521.791594497804
108,5094.132266479644
108,21537.57571235384
108,11626.597930072725
108,8183.305044662012
108,3632.870113990819
108,2485.1758305744643
108,2521.525096346713
108,1778.136514146496
108,6365.143719355658
108,5121.8987085925155
108,3743.3809305461987
108,2192.01220270558
108,3060.5063291231427
108,4166.803140364891
108,5315.803063575592
108,1937.3661078712478
108,3274.840733085492
108,5452.408409239442
108,6511.722029802832
108,7265.168633868053
108,12735.33489096134
108,3674.519229030172
108,4772.66763641938
108,5832.230514875168
108,2261.384606382484
108,2771.7475247213633
108,2446.426314133273
108,3295.372421242071
108,3349.4650463504436
108,3538.197888762823
108,1889.601192262756
108,1960.800156082058
108,3116.3109822265
108,9751.798956947923
108,1892.688730103916
108,4773.280709274204
108,2597.076969884494
108,2197.5400687123897
108,2371.3209544374595
108,2534.7111120143727
108,2993.639827898136
108,20508.1511622662
108,8742.89987913648
108,4738.70560705379
108,1967.9429787123786
108,2198.988672194931
108,2976.4127520130232
108,7930.745216915779
108,21576.000040669383
108,4417.347512640004
108,15731.336035522141
108,6958.946277760856
108,11091.744104973686
108,7728.249765251885
108,25412.447371072147
108,19008.1175980265
108,14072.127299637199
108,10610.378918487084
108,7577.640723298715
108,10626.564781352941
108,5804.135732134949
108,3865.1033061856047
108,2090.1107729142805
108,21799.392681850768
108,4181.100027349025
108,5947.0485567400365
108,6459.673147459583
108,1552.8888987551368
108,2201.4491061024646
108,3165.591848851262
108,4178.074776676089
108,3019.700558343414
108,3904.072862387993
108,2846.5591431892985
108,1840.5825255240163
108,3932.9751546625175
108,5155.458756706954
108,2559.424951392997
108,2455.5977540234007
108,2398.787707249407
108,21286.153369265387
108,8640.708608601106
108,1946.8493353934964
108,5212.080153656701
108,6988.125379321949
108,4574.7437305854
108,10629.674794747347
108,10212.128544269588
108,4389.712111734497
108,3021.743837296786
108,4307.807917273749
108,5536.313090533543
108,2606.289616868109
108,3950.1669136280516
108,2385.641660416384
108,3078.5299291478204
108,3461.5234641115308
108,4792.631655830834
108,16394.559115875407
108,5161.092385334988
108,6239.721766796693
108,3949.152428598066
108,5569.497982098129
108,6563.719733148727
108,10763.669416952813
108,7231.111014277305
108,5211.094102297677
108,4705.735080372344
108,2700.5050822086514
108,3254.731769040403
108,4905.72929121015
108,4298.740034654727
108,3649.294142542297
108,4589.662233921452
108,5596.6316356965735
108,21405.03918831988
108,7007.905816719847
108,2133.911520837047
108,2255.233923430695
108,2823.109147100401
108,6227.5295273407455
108,4696.72151128606
108,4817.235309821333
108,6215.153182793752
108,7165.288846427497
108,2390.4331350380985
108,3266.5844396041552
108,4869.535090559081
108,6360.355181029848
108,3615.4631572957533
108,4646.2560159384775
108,9718.901181726416
108,3680.178942350521
108,4917.031140311651
108,5865.104181272113
108,6767.785135192701
108,7530.141686835777
108,2867.2740774954445
108,2775.3172668730463
108,6440.333320428521
108,6890.086403988989
108,15513.439146060171
108,2258.7773706854628
108,2064.187741131141
108,5076.043336353302
108,5471.868310727412
108,6652.655315465289
108,5809.488170002592
108,2264.0260319399717
108,3443.4512343945726
108,4578.320763308966
108,6064.154808985853
108,6121.342731708421
108,6379.294286162471
108,7284.877970920593
108,6646.802300662271
108,7189.702857979268
108,7403.635689239732
108,2952.581814555477
108,6396.742447937587
108,6485.513757311706
